"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)",
"1600000US3502000","Albuquerque city, New Mexico","51099","1724",
"1600000US3539380","Las Cruces city, New Mexico","35617","7006",
"1600000US3563460","Rio Rancho city, New Mexico","58257","6017",
"1600000US3570500","Santa Fe city, New Mexico","60006","4747",
"1600000US3601000","Albany city, New York","44066","4557",
"1600000US3608026","Brentwood CDP, New York","74240","16257",
"1600000US3611000","Buffalo city, New York","37359","2335",
"1600000US3615000","Cheektowaga CDP, New York","53851","3259",
"1600000US3649121","Mount Vernon city, New York","65244","11119",
"1600000US3650617","New Rochelle city, New York","86606","11894",
"1600000US3651000","New York city, New York","63799","1118",
"1600000US3663000","Rochester city, New York","35403","2745",
"1600000US3665508","Schenectady city, New York","45797","6243",
"1600000US3673000","Syracuse city, New York","37199","3439",
"1600000US3684000","Yonkers city, New York","60436","4933",
"1600000US3702140","Asheville city, North Carolina","51040","4331",
"1600000US3710740","Cary town, North Carolina","102172","7724",
"1600000US3712000","Charlotte city, North Carolina","60764","1333",
"1600000US3714100","Concord city, North Carolina","69929","8585",
"1600000US3719000","Durham city, North Carolina","54840","3020",
"1600000US3722920","Fayetteville city, North Carolina","45419","1968",
"1600000US3725580","Gastonia city, North Carolina","48383","4916",
"1600000US3728000","Greensboro city, North Carolina","45787","3465",
"1600000US3728080","Greenville city, North Carolina","39234","4046",
"1600000US3731400","High Point city, North Carolina","45081","2801",
"1600000US3734200","Jacksonville city, North Carolina","45978","7426",
"1600000US3755000","Raleigh city, North Carolina","65695","4174",
"1600000US3774440","Wilmington city, North Carolina","46488","2731",
"1600000US3775000","Winston-Salem city, North Carolina","44597","3066",
"1600000US3807200","Bismarck city, North Dakota","65567","5786",
"1600000US3825700","Fargo city, North Dakota","51839","4924",
"1600000US3901000","Akron city, Ohio","41164","2270",
"1600000US3912000","Canton city, Ohio","31465","2608",
"1600000US3915000","Cincinnati city, Ohio","43585","2954",
"1600000US3916000","Cleveland city, Ohio","29953","1341",
"1600000US3918000","Columbus city, Ohio","52971","1513",
"1600000US3921000","Dayton city, Ohio","33960","3211",
"1600000US3944856","Lorain city, Ohio","35544","5385",
"1600000US3961000","Parma city, Ohio","59372","4186",
"1600000US3977000","Toledo city, Ohio","35866","2014",
"1600000US3988000","Youngstown city, Ohio","30019","4089",
"1600000US4009050","Broken Arrow city, Oklahoma","70476","2229",
"1600000US4023200","Edmond city, Oklahoma","76347","5854",
"1600000US4041850","Lawton city, Oklahoma","47360","4637",
"1600000US4052500","Norman city, Oklahoma","56827","6299",
"1600000US4055000","Oklahoma City city, Oklahoma","53973","2131",
"1600000US4075000","Tulsa city, Oklahoma","47583","1466",
"1600000US4105350","Beaverton city, Oregon","72015","4523",
"1600000US4105800","Bend city, Oregon","62664","10991",
"1600000US4123850","Eugene city, Oregon","52521","3230",
"1600000US4131250","Gresham city, Oregon","55356","3810",
"1600000US4134100","Hillsboro city, Oregon","77877","6169",
"1600000US4147000","Medford city, Oregon","51450","5535",
"1600000US4159000","Portland city, Oregon","73097","2680",
"1600000US4164900","Salem city, Oregon","52152","3434",
"1600000US4202000","Allentown city, Pennsylvania","43641","4292",
"1600000US4206088","Bethlehem city, Pennsylvania","52136","6731",
"1600000US4224000","Erie city, Pennsylvania","34761","2746",
"1600000US4260000","Philadelphia city, Pennsylvania","46116","1224",
"1600000US4261000","Pittsburgh city, Pennsylvania","47417","2615",
"1600000US4263624","Reading city, Pennsylvania","32466","4201",
